wavelength;fosc;id;method;name
313.6;0.067180419;5;BMK_solv;"aulosirazole"
387.8;0.164498862;1;CAMB3LYP;"aulosirazole"
387.1;0.002297678;2;CAMB3LYP;"aulosirazole"
351.7;0.000047920;3;CAMB3LYP;"aulosirazole"
349.8;0.010422797;4;CAMB3LYP;"aulosirazole"
315.9;0.039229829;5;CAMB3LYP;"aulosirazole"
399.8;0.220712787;1;CAMB3LYP_solv;"aulosirazole"
375.9;0.000020157;2;CAMB3LYP_solv;"aulosirazole"
358.3;0.007683892;3;CAMB3LYP_solv;"aulosirazole"
342.7;0.000008986;4;CAMB3LYP_solv;"aulosirazole"
324.9;0.060877646;5;CAMB3LYP_solv;"aulosirazole"
385.8;0.000013754;1;M062X;"aulosirazole"
360.1;0.183305312;2;M062X;"aulosirazole"
346.7;0.000002905;3;M062X;"aulosirazole"
328.8;0.011202979;4;M062X;"aulosirazole"
296.0;0.049061213;5;M062X;"aulosirazole"
375.0;0.000024859;1;M062X_solv;"aulosirazole"
370.9;0.242211408;2;M062X_solv;"aulosirazole"
337.9;0.000299257;3;M062X_solv;"aulosirazole"
337.1;0.008939903;4;M062X_solv;"aulosirazole"
304.0;0.073915459;5;M062X_solv;"aulosirazole"
387.8;0.000028937;1;wPBEPP86;"aulosirazole"
395.9;0.173034288;2;wPBEPP86;"aulosirazole"
360.1;0.000043065;3;wPBEPP86;"aulosirazole"
343.4;0.007116086;4;wPBEPP86;"aulosirazole"
312.8;0.085098378;5;wPBEPP86;"aulosirazole"
409.8;0.223557090;1;wPBEPP86_solv;"aulosirazole"
378.0;0.000035513;2;wPBEPP86_solv;"aulosirazole"
352.6;0.005596491;3;wPBEPP86_solv;"aulosirazole"
350.9;0.000001131;4;wPBEPP86_solv;"aulosirazole"
323.4;0.120208084;5;wPBEPP86_solv;"aulosirazole"
356.0;0.000018597;1;wB97XD4_TDA;"aulosirazole"
330.7;0.256052580;2;wB97XD4_TDA;"aulosirazole"
321.4;0.000006394;3;wB97XD4_TDA;"aulosirazole"
296.4;0.006667583;4;wB97XD4_TDA;"aulosirazole"
277.0;0.094176049;5;wB97XD4_TDA;"aulosirazole"
347.0;0.000054055;1;wB97XD4_TDA_solv;"aulosirazole"
340.9;0.314799152;2;wB97XD4_TDA_solv;"aulosirazole"
314.5;0.000006945;3;wB97XD4_TDA_solv;"aulosirazole"
304.4;0.006405939;4;wB97XD4_TDA_solv;"aulosirazole"
283.5;0.126448628;5;wB97XD4_TDA_solv;"aulosirazole"
410.5;0.001234597;1;PBE0_solv;"aurantio-obtusin"
393.8;0.050231923;2;PBE0_solv;"aurantio-obtusin"
383.8;0.188077855;3;PBE0_solv;"aurantio-obtusin"
353.8;0.078237630;4;PBE0_solv;"aurantio-obtusin"
343.7;0.036280804;5;PBE0_solv;"aurantio-obtusin"
341.0;0.060086284;1;wB97XD4_solv;"aurantio-obtusin"
340.0;0.009421589;2;wB97XD4_solv;"aurantio-obtusin"
320.1;0.273281723;3;wB97XD4_solv;"aurantio-obtusin"
310.5;0.013247474;4;wB97XD4_solv;"aurantio-obtusin"
292.4;0.076548834;5;wB97XD4_solv;"aurantio-obtusin"
403.6;0.002535702;1;PBE0;"aurantio-obtusin"
392.7;0.015772326;2;PBE0;"aurantio-obtusin"
378.3;0.134956948;3;PBE0;"aurantio-obtusin"
354.1;0.006729955;4;PBE0;"aurantio-obtusin"
338.3;0.093916022;5;PBE0;"aurantio-obtusin"
350.1;0.001079507;1;wB97XD4;"aurantio-obtusin"
331.9;0.094271131;2;wB97XD4;"aurantio-obtusin"
316.0;0.029482430;3;wB97XD4;"aurantio-obtusin"
310.2;0.119926364;4;wB97XD4;"aurantio-obtusin"
286.3;0.071256581;5;wB97XD4;"aurantio-obtusin"
385.1;0.042905530;1;B2PLYP;"aurantio-obtusin"
399.0;0.000841407;2;B2PLYP;"aurantio-obtusin"
375.3;0.148130709;3;B2PLYP;"aurantio-obtusin"
358.5;0.003953252;4;B2PLYP;"aurantio-obtusin"
336.5;0.076918034;5;B2PLYP;"aurantio-obtusin"
398.3;0.015673126;1;B2PLYP_solv;"aurantio-obtusin"
388.1;0.229286335;2;B2PLYP_solv;"aurantio-obtusin"
384.4;0.040720433;3;B2PLYP_solv;"aurantio-obtusin"
352.2;0.057068817;4;B2PLYP_solv;"aurantio-obtusin"
346.8;0.023111750;5;B2PLYP_solv;"aurantio-obtusin"
374.7;0.013340012;1;PBEQIHD;"aurantio-obtusin"
367.4;0.035856095;2;PBEQIHD;"aurantio-obtusin"
355.2;0.167481021;3;PBEQIHD;"aurantio-obtusin"
341.0;0.001754039;4;PBEQIHD;"aurantio-obtusin"
323.4;0.072487387;5;PBEQIHD;"aurantio-obtusin"
377.1;0.023359960;1;PBEQIHD_solv;"aurantio-obtusin"
368.4;0.112327331;2;PBEQIHD_solv;"aurantio-obtusin"
363.0;0.184344391;3;PBEQIHD_solv;"aurantio-obtusin"
337.1;0.035601443;4;PBEQIHD_solv;"aurantio-obtusin"
330.8;0.036322259;5;PBEQIHD_solv;"aurantio-obtusin"
361.4;0.002464510;1;BMK;"aurantio-obtusin"
355.1;0.040346159;2;BMK;"aurantio-obtusin"
338.3;0.151051960;3;BMK;"aurantio-obtusin"
323.3;0.002486752;4;BMK;"aurantio-obtusin"
306.8;0.099036295;5;BMK;"aurantio-obtusin"
367.3;0.011162893;1;BMK_solv;"aurantio-obtusin"
351.4;0.055794732;2;BMK_solv;"aurantio-obtusin"
344.4;0.230316148;3;BMK_solv;"aurantio-obtusin"
320.0;0.034228305;4;BMK_solv;"aurantio-obtusin"
313.5;0.073907935;5;BMK_solv;"aurantio-obtusin"
378.2;0.002754455;1;CAMB3LYP;"aurantio-obtusin"
369.4;0.045602112;2;CAMB3LYP;"aurantio-obtusin"
352.2;0.140682365;3;CAMB3LYP;"aurantio-obtusin"
336.2;0.002711174;4;CAMB3LYP;"aurantio-obtusin"
317.5;0.089457798;5;CAMB3LYP;"aurantio-obtusin"
382.4;0.014479244;1;CAMB3LYP_solv;"aurantio-obtusin"
368.1;0.047340158;2;CAMB3LYP_solv;"aurantio-obtusin"
358.9;0.225476449;3;CAMB3LYP_solv;"aurantio-obtusin"
332.7;0.023260466;4;CAMB3LYP_solv;"aurantio-obtusin"
324.6;0.075994922;5;CAMB3LYP_solv;"aurantio-obtusin"
374.9;0.000706197;1;M062X;"aurantio-obtusin"
347.6;0.060779477;2;M062X;"aurantio-obtusin"
333.9;0.027018430;3;M062X;"aurantio-obtusin"
327.6;0.119808060;4;M062X;"aurantio-obtusin"
300.2;0.096678240;5;M062X;"aurantio-obtusin"
363.9;0.004104939;1;M062X_solv;"aurantio-obtusin"
358.6;0.025392284;2;M062X_solv;"aurantio-obtusin"
336.8;0.274749820;3;M062X_solv;"aurantio-obtusin"
327.4;0.012169813;4;M062X_solv;"aurantio-obtusin"
308.0;0.103718122;5;M062X_solv;"aurantio-obtusin"
382.5;0.002369261;1;wPBEPP86;"aurantio-obtusin"
372.7;0.053178341;2;wPBEPP86;"aurantio-obtusin"
358.3;0.165384515;3;wPBEPP86;"aurantio-obtusin"
348.1;0.002068948;4;wPBEPP86;"aurantio-obtusin"
326.5;0.061845883;5;wPBEPP86;"aurantio-obtusin"
383.4;0.031295201;1;wPBEPP86_solv;"aurantio-obtusin"
374.0;0.037152421;2;wPBEPP86_solv;"aurantio-obtusin"
368.7;0.254143809;3;wPBEPP86_solv;"aurantio-obtusin"
343.2;0.016096658;4;wPBEPP86_solv;"aurantio-obtusin"
334.7;0.044451179;5;wPBEPP86_solv;"aurantio-obtusin"
346.7;0.000799182;1;wB97XD4_TDA;"aurantio-obtusin"
320.3;0.106162949;2;wB97XD4_TDA;"aurantio-obtusin"
312.9;0.004441341;3;wB97XD4_TDA;"aurantio-obtusin"
301.0;0.175665222;4;wB97XD4_TDA;"aurantio-obtusin"
277.3;0.068202127;5;wB97XD4_TDA;"aurantio-obtusin"
337.3;0.005306861;1;wB97XD4_TDA_solv;"aurantio-obtusin"
329.4;0.067565773;2;wB97XD4_TDA_solv;"aurantio-obtusin"
311.2;0.188812334;3;wB97XD4_TDA_solv;"aurantio-obtusin"
306.7;0.141542788;4;wB97XD4_TDA_solv;"aurantio-obtusin"
282.9;0.073632688;5;wB97XD4_TDA_solv;"aurantio-obtusin"
384.7;0.742245119;1;PBE0_solv;"aurantricholide_A"
300.3;0.046289321;2;PBE0_solv;"aurantricholide_A"
288.7;0.039300058;3;PBE0_solv;"aurantricholide_A"
272.2;0.002318212;4;PBE0_solv;"aurantricholide_A"
268.0;0.199513769;5;PBE0_solv;"aurantricholide_A"
345.4;0.913308724;1;wB97XD4_solv;"aurantricholide_A"
259.4;0.013440493;2;wB97XD4_solv;"aurantricholide_A"
249.2;0.164319997;3;wB97XD4_solv;"aurantricholide_A"
237.3;0.000197900;4;wB97XD4_solv;"aurantricholide_A"
227.8;0.435248498;5;wB97XD4_solv;"aurantricholide_A"
371.6;0.601455438;1;PBE0;"aurantricholide_A"
295.3;0.034874036;2;PBE0;"aurantricholide_A"
284.9;0.013824528;3;PBE0;"aurantricholide_A"
283.2;0.005781309;4;PBE0;"aurantricholide_A"
271.0;0.043875159;5;PBE0;"aurantricholide_A"
333.2;0.766916776;1;wB97XD4;"aurantricholide_A"
257.9;0.000644869;2;wB97XD4;"aurantricholide_A"
249.7;0.099658484;3;wB97XD4;"aurantricholide_A"
238.5;0.001731772;4;wB97XD4;"aurantricholide_A"
234.5;0.000371768;5;wB97XD4;"aurantricholide_A"
367.1;0.705412621;1;B2PLYP;"aurantricholide_A"
290.7;0.002884287;2;B2PLYP;"aurantricholide_A"
279.7;0.087917061;3;B2PLYP;"aurantricholide_A"
274.6;0.005231562;4;B2PLYP;"aurantricholide_A"
269.1;0.056546024;5;B2PLYP;"aurantricholide_A"
384.0;0.826741011;1;B2PLYP_solv;"aurantricholide_A"
296.4;0.008825125;2;B2PLYP_solv;"aurantricholide_A"
277.5;0.160692889;3;B2PLYP_solv;"aurantricholide_A"
266.3;0.000871946;4;B2PLYP_solv;"aurantricholide_A"
269.0;0.052945560;5;B2PLYP_solv;"aurantricholide_A"
352.9;0.769890708;1;PBEQIHD;"aurantricholide_A"
283.8;0.005567817;2;PBEQIHD;"aurantricholide_A"
264.7;0.126227126;3;PBEQIHD;"aurantricholide_A"
268.6;0.002367413;4;PBEQIHD;"aurantricholide_A"
257.3;0.038795964;5;PBEQIHD;"aurantricholide_A"
371.7;0.883278299;1;PBEQIHD_solv;"aurantricholide_A"
284.8;0.002448422;2;PBEQIHD_solv;"aurantricholide_A"
266.0;0.205030971;3;PBEQIHD_solv;"aurantricholide_A"
264.8;0.001265837;4;PBEQIHD_solv;"aurantricholide_A"
249.8;0.158791363;5;PBEQIHD_solv;"aurantricholide_A"
349.0;0.706834129;1;BMK;"aurantricholide_A"
270.5;0.007708651;2;BMK;"aurantricholide_A"
262.8;0.060941968;3;BMK;"aurantricholide_A"
254.8;0.004554819;4;BMK;"aurantricholide_A"
249.8;0.057778240;5;BMK;"aurantricholide_A"
360.8;0.850980800;1;BMK_solv;"aurantricholide_A"
274.5;0.024221135;2;BMK_solv;"aurantricholide_A"
261.5;0.109446396;3;BMK_solv;"aurantricholide_A"
249.6;0.078082370;4;BMK_solv;"aurantricholide_A"
248.5;0.027371878;5;BMK_solv;"aurantricholide_A"
358.2;0.661177574;1;CAMB3LYP;"aurantricholide_A"
278.4;0.013626103;2;CAMB3LYP;"aurantricholide_A"
270.6;0.050883103;3;CAMB3LYP;"aurantricholide_A"
261.7;0.002387983;4;CAMB3LYP;"aurantricholide_A"
255.3;0.064351198;5;CAMB3LYP;"aurantricholide_A"
370.5;0.804942664;1;CAMB3LYP_solv;"aurantricholide_A"
283.6;0.034258544;2;CAMB3LYP_solv;"aurantricholide_A"
268.9;0.091721863;3;CAMB3LYP_solv;"aurantricholide_A"
255.0;0.066497682;4;CAMB3LYP_solv;"aurantricholide_A"
253.8;0.028917786;5;CAMB3LYP_solv;"aurantricholide_A"
346.4;0.705252588;1;M062X;"aurantricholide_A"
266.0;0.002296699;2;M062X;"aurantricholide_A"
258.5;0.075716066;3;M062X;"aurantricholide_A"
250.4;0.007743142;4;M062X;"aurantricholide_A"
245.3;0.086359229;5;M062X;"aurantricholide_A"
359.1;0.854537124;1;M062X_solv;"aurantricholide_A"
269.7;0.022769814;2;M062X_solv;"aurantricholide_A"
256.7;0.137427123;3;M062X_solv;"aurantricholide_A"
245.7;0.018154805;4;M062X_solv;"aurantricholide_A"
243.5;0.120767575;5;M062X_solv;"aurantricholide_A"
361.4;0.761713332;1;wPBEPP86;"aurantricholide_A"
287.6;0.006041327;2;wPBEPP86;"aurantricholide_A"
264.8;0.133149266;3;wPBEPP86;"aurantricholide_A"
268.1;0.002042240;4;wPBEPP86;"aurantricholide_A"
249.7;0.013982284;5;wPBEPP86;"aurantricholide_A"
381.9;0.867715538;1;wPBEPP86_solv;"aurantricholide_A"
287.1;0.001612565;2;wPBEPP86_solv;"aurantricholide_A"
267.0;0.203033721;3;wPBEPP86_solv;"aurantricholide_A"
265.6;0.002102753;4;wPBEPP86_solv;"aurantricholide_A"
233.0;0.074808611;5;wPBEPP86_solv;"aurantricholide_A"
315.5;0.987962584;1;wB97XD4_TDA;"aurantricholide_A"
251.7;0.009107901;2;wB97XD4_TDA;"aurantricholide_A"
240.6;0.104373950;3;wB97XD4_TDA;"aurantricholide_A"
236.0;0.002112797;4;wB97XD4_TDA;"aurantricholide_A"
232.5;0.004033768;5;wB97XD4_TDA;"aurantricholide_A"
329.2;1.103168734;1;wB97XD4_TDA_solv;"aurantricholide_A"
253.4;0.029580896;2;wB97XD4_TDA_solv;"aurantricholide_A"
240.6;0.174699255;3;wB97XD4_TDA_solv;"aurantricholide_A"
234.2;0.001921880;4;wB97XD4_TDA_solv;"aurantricholide_A"
222.1;0.276190487;5;wB97XD4_TDA_solv;"aurantricholide_A"
402.2;0.715958957;1;PBE0_solv;"aurantricholide_B"
312.5;0.108432323;2;PBE0_solv;"aurantricholide_B"
297.5;0.041602277;3;PBE0_solv;"aurantricholide_B"
281.1;0.022390872;4;PBE0_solv;"aurantricholide_B"
271.1;0.055091870;5;PBE0_solv;"aurantricholide_B"
353.8;0.936438341;1;wB97XD4_solv;"aurantricholide_B"
261.1;0.058846763;2;wB97XD4_solv;"aurantricholide_B"
256.9;0.147151258;3;wB97XD4_solv;"aurantricholide_B"
252.5;0.027748125;4;wB97XD4_solv;"aurantricholide_B"
230.6;0.470973096;5;wB97XD4_solv;"aurantricholide_B"
393.5;0.556778673;1;PBE0;"aurantricholide_B"
308.2;0.129021722;2;PBE0;"aurantricholide_B"
292.6;0.017864587;3;PBE0;"aurantricholide_B"
280.8;0.019452132;4;PBE0;"aurantricholide_B"
274.5;0.025410661;5;PBE0;"aurantricholide_B"
343.1;0.787551053;1;wB97XD4;"aurantricholide_B"
259.4;0.034141620;2;wB97XD4;"aurantricholide_B"
257.9;0.100566323;3;wB97XD4;"aurantricholide_B"
250.1;0.006397570;4;wB97XD4;"aurantricholide_B"
235.1;0.001268485;5;wB97XD4;"aurantricholide_B"
383.5;0.706437394;1;B2PLYP;"aurantricholide_B"
298.7;0.071825948;2;B2PLYP;"aurantricholide_B"
293.9;0.044345739;3;B2PLYP;"aurantricholide_B"
280.6;0.011945934;4;B2PLYP;"aurantricholide_B"
269.8;0.102213079;5;B2PLYP;"aurantricholide_B"
396.8;0.835661575;1;B2PLYP_solv;"aurantricholide_B"
301.9;0.087668103;2;B2PLYP_solv;"aurantricholide_B"
294.7;0.068683188;3;B2PLYP_solv;"aurantricholide_B"
280.7;0.020391300;4;B2PLYP_solv;"aurantricholide_B"
267.9;0.103915312;5;B2PLYP_solv;"aurantricholide_B"
365.3;0.786517474;1;PBEQIHD;"aurantricholide_B"
279.1;0.072107829;2;PBEQIHD;"aurantricholide_B"
286.9;0.073866942;3;PBEQIHD;"aurantricholide_B"
277.4;0.008533764;4;PBEQIHD;"aurantricholide_B"
261.6;0.086167031;5;PBEQIHD;"aurantricholide_B"
381.7;0.904193596;1;PBEQIHD_solv;"aurantricholide_B"
281.7;0.099467126;2;PBEQIHD_solv;"aurantricholide_B"
286.5;0.106046752;3;PBEQIHD_solv;"aurantricholide_B"
277.9;0.028197919;4;PBEQIHD_solv;"aurantricholide_B"
257.4;0.106902464;5;PBEQIHD_solv;"aurantricholide_B"
363.9;0.697916556;1;BMK;"aurantricholide_B"
278.8;0.094309627;2;BMK;"aurantricholide_B"
270.8;0.024886118;3;BMK;"aurantricholide_B"
260.7;0.032088089;4;BMK;"aurantricholide_B"
252.0;0.072276311;5;BMK;"aurantricholide_B"
373.1;0.852638354;1;BMK_solv;"aurantricholide_B"
280.8;0.099199832;2;BMK_solv;"aurantricholide_B"
271.7;0.047250545;3;BMK_solv;"aurantricholide_B"
262.3;0.027721762;4;BMK_solv;"aurantricholide_B"
250.2;0.055688561;5;BMK_solv;"aurantricholide_B"
374.1;0.649502884;1;CAMB3LYP;"aurantricholide_B"
287.0;0.102214819;2;CAMB3LYP;"aurantricholide_B"
278.4;0.015005357;3;CAMB3LYP;"aurantricholide_B"
267.2;0.030589971;4;CAMB3LYP;"aurantricholide_B"
258.1;0.082399679;5;CAMB3LYP;"aurantricholide_B"
383.4;0.803983908;1;CAMB3LYP_solv;"aurantricholide_B"
289.5;0.095411896;2;CAMB3LYP_solv;"aurantricholide_B"
280.1;0.053560336;3;CAMB3LYP_solv;"aurantricholide_B"
268.7;0.025221232;4;CAMB3LYP_solv;"aurantricholide_B"
255.7;0.040997407;5;CAMB3LYP_solv;"aurantricholide_B"
359.6;0.705252563;1;M062X;"aurantricholide_B"
271.4;0.092964856;2;M062X;"aurantricholide_B"
266.7;0.028324236;3;M062X;"aurantricholide_B"
257.8;0.025094090;4;M062X;"aurantricholide_B"
248.0;0.126461835;5;M062X;"aurantricholide_B"
370.0;0.860945803;1;M062X_solv;"aurantricholide_B"
274.1;0.095644926;2;M062X_solv;"aurantricholide_B"
266.2;0.072660750;3;M062X_solv;"aurantricholide_B"
259.6;0.022049417;4;M062X_solv;"aurantricholide_B"
245.4;0.189115760;5;M062X_solv;"aurantricholide_B"
373.3;0.783140440;1;wPBEPP86;"aurantricholide_B"
280.5;0.060619056;2;wPBEPP86;"aurantricholide_B"
287.4;0.089047280;3;wPBEPP86;"aurantricholide_B"
277.9;0.020060781;4;wPBEPP86;"aurantricholide_B"
259.9;0.058079268;5;wPBEPP86;"aurantricholide_B"
391.8;0.890785421;1;wPBEPP86_solv;"aurantricholide_B"
281.6;0.094459147;2;wPBEPP86_solv;"aurantricholide_B"
288.2;0.112486905;3;wPBEPP86_solv;"aurantricholide_B"
279.1;0.045573665;4;wPBEPP86_solv;"aurantricholide_B"
237.8;0.090863313;5;wPBEPP86_solv;"aurantricholide_B"
324.9;1.007049680;1;wB97XD4_TDA;"aurantricholide_B"
252.8;0.009204753;2;wB97XD4_TDA;"aurantricholide_B"
249.0;0.141366176;3;wB97XD4_TDA;"aurantricholide_B"
244.5;0.006310262;4;wB97XD4_TDA;"aurantricholide_B"
233.8;0.000788297;5;wB97XD4_TDA;"aurantricholide_B"
337.1;1.126498612;1;wB97XD4_TDA_solv;"aurantricholide_B"
254.0;0.041281061;2;wB97XD4_TDA_solv;"aurantricholide_B"
249.5;0.166351057;3;wB97XD4_TDA_solv;"aurantricholide_B"
246.3;0.042822127;4;wB97XD4_TDA_solv;"aurantricholide_B"
225.4;0.323262165;5;wB97XD4_TDA_solv;"aurantricholide_B"
519.3;0.130200995;1;PBE0_solv;"aurantricholone"
471.2;0.226783397;2;PBE0_solv;"aurantricholone"
422.1;0.063778533;3;PBE0_solv;"aurantricholone"
383.8;0.736351218;4;PBE0_solv;"aurantricholone"
367.2;0.089464983;5;PBE0_solv;"aurantricholone"
427.6;0.155165838;1;wB97XD4_solv;"aurantricholone"
398.2;0.358890847;2;wB97XD4_solv;"aurantricholone"
319.2;0.697711459;3;wB97XD4_solv;"aurantricholone"
301.9;0.916257467;4;wB97XD4_solv;"aurantricholone"
285.9;0.167481171;5;wB97XD4_solv;"aurantricholone"
511.1;0.082764619;1;PBE0;"aurantricholone"
471.5;0.163568035;2;PBE0;"aurantricholone"
421.6;0.002843295;3;PBE0;"aurantricholone"
387.4;0.439191704;4;PBE0;"aurantricholone"
375.7;0.168005655;5;PBE0;"aurantricholone"
422.0;0.099049388;1;wB97XD4;"aurantricholone"
397.6;0.279071786;2;wB97XD4;"aurantricholone"
313.9;0.375845477;3;wB97XD4;"aurantricholone"
299.7;0.898014806;4;wB97XD4;"aurantricholone"
287.8;0.087229194;5;wB97XD4;"aurantricholone"
488.8;0.098052050;1;B2PLYP;"aurantricholone"
479.0;0.219364309;2;B2PLYP;"aurantricholone"
406.7;0.087984694;3;B2PLYP;"aurantricholone"
368.9;0.809109637;4;B2PLYP;"aurantricholone"
354.4;0.105416587;5;B2PLYP;"aurantricholone"
494.9;0.144858054;1;B2PLYP_solv;"aurantricholone"
479.9;0.297553750;2;B2PLYP_solv;"aurantricholone"
404.9;0.345167843;3;B2PLYP_solv;"aurantricholone"
368.9;0.848000390;4;B2PLYP_solv;"aurantricholone"
344.4;0.149919780;5;B2PLYP_solv;"aurantricholone"
455.0;0.115481829;1;PBEQIHD;"aurantricholone"
465.4;0.242137302;2;PBEQIHD;"aurantricholone"
349.9;0.447687501;3;PBEQIHD;"aurantricholone"
339.6;0.722838121;4;PBEQIHD;"aurantricholone"
327.5;0.094685417;5;PBEQIHD;"aurantricholone"
462.2;0.164282200;1;PBEQIHD_solv;"aurantricholone"
466.2;0.325104479;2;PBEQIHD_solv;"aurantricholone"
354.6;0.777915305;3;PBEQIHD_solv;"aurantricholone"
339.7;0.710120123;4;PBEQIHD_solv;"aurantricholone"
323.9;0.137651031;5;PBEQIHD_solv;"aurantricholone"
464.4;0.097444535;1;BMK;"aurantricholone"
426.2;0.225784053;2;BMK;"aurantricholone"
363.4;0.025401725;3;BMK;"aurantricholone"
341.3;0.798438900;4;BMK;"aurantricholone"
326.3;0.101269733;5;BMK;"aurantricholone"
470.4;0.148658237;1;BMK_solv;"aurantricholone"
425.7;0.307984013;2;BMK_solv;"aurantricholone"
365.7;0.192195927;3;BMK_solv;"aurantricholone"
339.5;0.986029709;4;BMK_solv;"aurantricholone"
319.9;0.117388092;5;BMK_solv;"aurantricholone"
474.2;0.085272739;1;CAMB3LYP;"aurantricholone"
441.3;0.214330762;2;CAMB3LYP;"aurantricholone"
373.4;0.034153975;3;CAMB3LYP;"aurantricholone"
348.9;0.738923237;4;CAMB3LYP;"aurantricholone"
334.1;0.101260608;5;CAMB3LYP;"aurantricholone"
480.1;0.134827819;1;CAMB3LYP_solv;"aurantricholone"
441.4;0.286237055;2;CAMB3LYP_solv;"aurantricholone"
376.5;0.188951492;3;CAMB3LYP_solv;"aurantricholone"
346.8;0.936253607;4;CAMB3LYP_solv;"aurantricholone"
327.7;0.114023880;5;CAMB3LYP_solv;"aurantricholone"
451.5;0.094421645;1;M062X;"aurantricholone"
419.1;0.245243461;2;M062X;"aurantricholone"
348.2;0.090725373;3;M062X;"aurantricholone"
329.7;0.852759834;4;M062X;"aurantricholone"
314.5;0.105360076;5;M062X;"aurantricholone"
458.0;0.148565882;1;M062X_solv;"aurantricholone"
419.1;0.325432727;2;M062X_solv;"aurantricholone"
353.6;0.331267009;3;M062X_solv;"aurantricholone"
328.7;0.944132004;4;M062X_solv;"aurantricholone"
310.2;0.162444835;5;M062X_solv;"aurantricholone"
468.4;0.110686581;1;wPBEPP86;"aurantricholone"
485.3;0.237343688;2;wPBEPP86;"aurantricholone"
345.1;0.549867048;3;wPBEPP86;"aurantricholone"
332.9;0.767301821;4;wPBEPP86;"aurantricholone"
334.9;0.051093201;5;wPBEPP86;"aurantricholone"
476.7;0.156123814;1;wPBEPP86_solv;"aurantricholone"
486.0;0.315840293;2;wPBEPP86_solv;"aurantricholone"
351.7;0.893465164;3;wPBEPP86_solv;"aurantricholone"
336.1;0.708557778;4;wPBEPP86_solv;"aurantricholone"
330.9;0.108496848;5;wPBEPP86_solv;"aurantricholone"
399.2;0.142683963;1;wB97XD4_TDA;"aurantricholone"
377.3;0.321038387;2;wB97XD4_TDA;"aurantricholone"
304.9;0.247112008;3;wB97XD4_TDA;"aurantricholone"
287.6;1.347328344;4;wB97XD4_TDA;"aurantricholone"
279.6;0.125799702;5;wB97XD4_TDA;"aurantricholone"
405.9;0.206289019;1;wB97XD4_TDA_solv;"aurantricholone"
379.0;0.399495810;2;wB97XD4_TDA_solv;"aurantricholone"
309.7;0.597503513;3;wB97XD4_TDA_solv;"aurantricholone"
291.1;1.384196685;4;wB97XD4_TDA_solv;"aurantricholone"
278.0;0.189190574;5;wB97XD4_TDA_solv;"aurantricholone"
390.8;0.165838666;1;PBE0_solv;"aurasperone_A"
386.1;0.063043267;2;PBE0_solv;"aurasperone_A"
367.6;0.079100132;3;PBE0_solv;"aurasperone_A"
342.5;0.007466104;4;PBE0_solv;"aurasperone_A"
312.4;0.006651537;5;PBE0_solv;"aurasperone_A"
327.3;0.389140383;1;wB97XD4_solv;"aurasperone_A"
322.5;0.177200137;2;wB97XD4_solv;"aurasperone_A"
284.4;0.036518408;3;wB97XD4_solv;"aurasperone_A"
283.7;0.024601619;4;wB97XD4_solv;"aurasperone_A"
263.2;0.000134265;5;wB97XD4_solv;"aurasperone_A"
398.6;0.004607610;1;PBE0;"aurasperone_A"
381.1;0.131144071;2;PBE0;"aurasperone_A"
371.7;0.065944749;3;PBE0;"aurasperone_A"
321.6;0.004935736;4;PBE0;"aurasperone_A"
314.5;0.029619436;5;PBE0;"aurasperone_A"
319.6;0.298831589;1;wB97XD4;"aurasperone_A"
317.4;0.097868620;2;wB97XD4;"aurasperone_A"
282.5;0.026517409;3;wB97XD4;"aurasperone_A"
281.8;0.012905637;4;wB97XD4;"aurasperone_A"
272.7;0.000090144;5;wB97XD4;"aurasperone_A"
380.6;0.178613939;1;B2PLYP;"aurasperone_A"
378.5;0.100883411;2;B2PLYP;"aurasperone_A"
361.8;0.033135277;3;B2PLYP;"aurasperone_A"
318.6;0.038774074;4;B2PLYP;"aurasperone_A"
320.2;0.023389346;5;B2PLYP;"aurasperone_A"
391.1;0.270516560;1;B2PLYP_solv;"aurasperone_A"
381.5;0.137344212;2;B2PLYP_solv;"aurasperone_A"
330.1;0.003007952;3;B2PLYP_solv;"aurasperone_A"
319.5;0.031702481;4;B2PLYP_solv;"aurasperone_A"
336.5;0.129396240;5;B2PLYP_solv;"aurasperone_A"
363.7;0.243920388;1;PBEQIHD;"aurasperone_A"
359.6;0.103018567;2;PBEQIHD;"aurasperone_A"
318.4;0.013007135;3;PBEQIHD;"aurasperone_A"
316.9;0.022030617;4;PBEQIHD;"aurasperone_A"
313.9;0.146277749;5;PBEQIHD;"aurasperone_A"
374.0;0.329105259;1;PBEQIHD_solv;"aurasperone_A"
364.5;0.162575448;2;PBEQIHD_solv;"aurasperone_A"
320.5;0.028629099;3;PBEQIHD_solv;"aurasperone_A"
318.8;0.034833074;4;PBEQIHD_solv;"aurasperone_A"
297.8;0.442610482;5;PBEQIHD_solv;"aurasperone_A"
344.2;0.036429461;1;BMK;"aurasperone_A"
343.5;0.216347398;2;BMK;"aurasperone_A"
319.7;0.050318724;3;BMK;"aurasperone_A"
290.9;0.023287505;4;BMK;"aurasperone_A"
290.1;0.013569202;5;BMK;"aurasperone_A"
352.0;0.258523799;1;BMK_solv;"aurasperone_A"
346.6;0.129766534;2;BMK_solv;"aurasperone_A"
308.6;0.059895762;3;BMK_solv;"aurasperone_A"
292.2;0.033413332;4;BMK_solv;"aurasperone_A"
291.7;0.022498881;5;BMK_solv;"aurasperone_A"
