,smiles,solvent,peakwavs_max
16863,N#CC(=Cc1ccc(N(c2ccccc2)c2ccc(-c3nc(-c4ccccc4)c(-c4ccccc4)[nH]3)cc2)cc1)C(=O)O,CN(C)C=O,3.178974358974359
5857,CCCCCC[N+]1=C(/C=C2/C(=O)C(c3ccc(N(c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4ccccc4-5)c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4ccccc4-5)cc3)C2[O-])c2ccc(C(=O)O)c3cccc1c23,CN(C)C=O,1.6249017038007862
5503,CCCCCCOc1ccc(C#Cc2ccc(C#Cc3ccc(OCCCCCC)c(OCCCCCC)c3)c3nsnc23)cc1OCCCCCC,ClCCCl,2.792342342342342
16810,N#CC(=Cc1ccc(-c2ncc(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3nsnc23)s1)C(=O)O,ClCCl,2.2706959706959706
11057,COC(=O)CN1C(=O)c2cc3ccc(N(C)C)cc3cc2C1=O,CN(C)C=O,3.262631578947368
17137,N#Cc1c(-n2c3ccccc3c3ccccc32)cc(N2c3ccccc3C(c3ccccc3)(c3ccccc3)c3ccccc32)cc1-n1c2ccccc2c2ccccc21,Cc1ccccc1,3.3690217391304347
3486,CCC1=C(C)C2=Cc3ccccc3B(O)N2C1=O,CO,3.4534818941504177
10019,CN(C)c1ccc(C2=Cc3ccc4ccccc4[n+]3[B-](F)(F)O2)cc1,CO,2.649145299145299
3352,CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,CC#N,2.4027131782945736
16107,F[B-]1(F)n2c(ccc2-n2cnc3ccccc32)C(c2cccs2)=C2C=CC(n3cnc4ccccc43)=[N+]21,ClCCl,2.2178890876565296
5548,CCCCCCOc1ccc(N(c2ccc(C3SC4C(SC5C6SC7C(CCCCCC)C(/C=C(\C#N)C(=O)O)SC7C6N(c6ccc(OCCCCCC)cc6)C45)C3CCCCCC)cc2)c2ccc3c(c2)C(CCCCCC)(CCCCCC)c2c4c(c5c(c2-3)C(CCCCCC)(CCCCCC)c2ccccc2-5)C(CCCCCC)(CCCCCC)c2ccccc2-4)cc1,ClCCl,2.304460966542751
14775,Cc1ccc(-n2c3ccccc3c3cc(C(=C(C#N)C#N)c4ccccc4)ccc32)cc1,CCOC(C)=O,2.8049773755656107
14940,Cc1ccc(C2=C3C=CC(/C=C/c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CO,2.1982269503546097
18672,O=C1c2ccccc2C(=O)N1c1ccc(Cn2cncn2)cc1,CS(C)=O,3.8743749999999997
13740,C[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O,C1CCOC1,3.1229219143576823
8382,CCOC(=O)COc1ccc(/C=C/c2cc(C)c3n2[B-](F)(F)[N+]2=C(c4[nH]c(C)cc4C)c4ccccc4C2=C3)cc1,CC#N,1.8504477611940298
7578,CCN(CC)c1ccc2c(C)cc(=O)oc2c1,CCCO,3.2973404255319148
6024,CCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1ccc(-c2sc(-c3cc4sc5ccsc5c4s3)cc2CCCCCC)s1,CC#N,2.917176470588235
13802,C[Si]1(C)C2=C(c3cc4c(cc31)C1=C(c3ccccc3S1(=O)=O)[Si]4(C)C)S(=O)(=O)c1ccccc12,C1CCOC1,2.8049773755656107
12414,COc1ccc(-c2nc3cnccn3c2NC2CCCCC2)cc1,CS(C)=O,3.492394366197183
19742,Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,C1COCCO1,4.427821720283381
2177,CC1(C)Nc2cc(Cl)ccc2-c2[nH]c3ccccc3c(=O)c21,CN(C)C=O,2.944893111638955
8477,CCOC(=O)c1c2c3c(ccc([N+](=O)[O-])c3c3cc4c(cc13)[Si](C)(C)O[Si]4(C)C)N(C)C2=O,CC#N,3.2973404255319148
18636,O=C1c2ccccc2-c2ccc(N3CCN(c4ccccc4)CC3)c3cccc1c23,CS(C)=O,2.7429203539823006
13293,COc1ccc2cc(-c3cc4ccc(OC)cc4oc3=O)oc2c1,CCOC(C)=O,3.178974358974359
3334,CCC1=C(C)C(=O)n2c1cc1c(CCC(=O)OC)c(C)c(C)n1c2=O,ClC(Cl)Cl,2.88997668997669
2145,CC1(C)CCc2c(c3ccccc3c3nc4c5c(c6ccccc6c4nc23)OC(C)(C)CC5)O1,c1ccccc1,2.695325200210774
14740,Cc1ccc(-c2nnc(-c3cc(-c4ccc(Cl)cc4)nn3Cc3ccc(C(C)(C)C)cc3)o2)cc1,ClCCl,4.508363636363637
4618,CCCCCCCCN1C(=O)/C(=c2\s/c(=c3/c(=Cc4ccc5c(c4)C4CCCC4N5c4ccc(C=C(c5ccccc5)c5ccccc5)cc4)sc(=O)n3CC(=O)O)c(=O)n2-c2ccccc2)SC1=S,ClC(Cl)Cl,2.1750877192982454
2583,CC1=CC(C)(C)N(CCCS(=O)(=O)[O-])c2cc3oc(=O)c(-c4cc[n+](CCCCCC(=O)O)cc4)cc3cc21,CCO,2.421484375
13850,C[n+]1ccc(/C=C/c2ccc([O-])cc2)cc1,CO,2.561570247933884
17062,N#CC1=c2c3cccc4cccc(c43)n2[B-](F)(F)[n+]2ccccc21,CCCCCC,2.4027131782945736
10059,CN(C)c1ccc(C2=Nc3sc4cc(-c5cccs5)ccc4[n+]3[B-](F)(F)O2)cc1,CC#N,2.8501149425287355
12202,COc1ccc(-c2cc(-c3ccccc3)nn2C)cc1,ClCCl,4.824124513618677
21025,c1ccc2cc(-c3c4ccccc4c(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)c4ccccc34)ccc2c1,ClCCl,3.2885941644562333
18795,O=Cc1cc(N2CCCCC2)c2ccc3c(N4CCCCC4)cc(N4CCCCC4)c4ccc1c2c43,CC(C)=O,2.59916142557652
16604,N#C/C(=C\c1ccc(C=Cc2ccc(N(c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)c3ccc(-c4ccc(C(=C(c5ccccc5)c5ccccc5)c5ccccc5)cc4)cc3)cc2)o1)C(=O)O,ClCCl,2.6101052631578945
14324,Cc1cc(C)c(C2=C3C=C(/C=C/C(=O)OC(C)(C)C)C=[N+]3[B-](F)(F)n3c2ccc3N2CCOCC2)c(C)c1,CCCCCC,2.3304511278195488
19099,O=[N+]([O-])c1ccc(-c2sc(N(c3ccccc3)c3ccccc3)nc2C(c2ccccc2)c2ccccc2)s1,ClCCl,2.6605150214592275
13435,COc1cccc(-n2c(-c3ccc(O)cc3)nc(C)c2C)c1,CO,4.3198606271777
2229,CC1(C)OC(=C(C#N)C#N)C(Sc2ccccc2)=C1/C=C/c1ccc(-n2c3ccc(C(C)(C)C)cc3c3cc(C(C)(C)C)ccc32)cc1,CS(C)=O,2.7248351648351647
10537,CN(c1ccccc1)c1c([O-])/c(=[N+](\C)c2ccccc2)c1=O,CN(C)C=O,3.2036175710594312
7304,CCN(CC)Cc1ccc2cccnc2c1OC,CO,3.178974358974359
15705,Clc1nc(Nc2ccccc2)nc(Nc2ccc3cc4ccccc4cc3c2)n1,CC#N,3.1229219143576823
2714,CC1=CC(C)N2C1=C(c1ccc(Nc3nc(Nc4ccc(C5=C6C(C)=CC(C)N6[B-](F)(F)[N+]6=C5C(C)=CC6C)cc4)nc(Nc4ccc(-c5c6nc(c(-c7cc(C)c(C)cc7C)c7ccc([nH]7)c(-c7ccc(C(=O)O)cc7)c7nc(c(-c8c(C)cc(C)cc8C)c8ccc5[nH]8)C=C7)C=C6)cc4)n3)cc1)C1=[N+](C(C)C=C1C)[B-]2(F)F,C1CCOC1,2.951904761904762
9859,CN(C)c1ccc(C#Cc2ccc(C#N)cc2)cc1,C1CCOC1,3.342500800050806
20281,c1cc2ccc1CCCc1ccc(c3nsnc13)CCC2,CC#N,3.228645833333333
16976,N#CC(C#N)=Cc1ccc(-c2ccc(N(c3ccc(C(=O)O)cc3)c3ccc(C(=O)O)cc3)cc2)s1,CN(C)C=O,2.5937238493723846
18757,O=Cc1cc(C=O)c2ccc3c(N4CCCCC4)cc(C=O)c4ccc1c2c43,C1COCCO1,2.5668737060041407
2386,CC1(C)c2ccccc2N(c2ccc(-c3ccc4c(c3)C(=O)c3ccc(-c5ccc(N6c7ccccc7C(C)(C)c7ccccc76)cc5)cc3C4=O)cc2)c2ccccc21,Cc1ccccc1,2.7798206278026907
19862,[C-]#[N+]c1cccc2c(N)cccc12,CCCCCC,3.5422857142857143
8746,CC[n+]1c(/C=C/c2c([O-])ccc3ccc(=O)oc23)sc2ccccc21,C1CCOC1,2.0420318817545913
8546,CCOC(=O)c1cc2cc(C(C)=O)cn2cc1-c1ccc2ccccc2c1,ClCCl,4.750191570881226
20143,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,Fc1cc(F)cc(F)c1,1.4396614319110788
16995,N#CC(C#N)=Cc1ccc(/C=C/c2ccc(-c3cc4ccccc4s3)s2)cc1,CC(C)=O,2.824145785876993
8960,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(-c4ccccc4)n3)ccc21,C1CCOC1,3.406043956043956
4842,CCCCCCCCSC1=C(SCCCCCCCC)SC(=Cc2ccc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)cc4)s3)cc2)S1,C1CCOC1,2.88997668997669
7911,CCN(CC)c1nc(-c2ccccc2)c(-c2ccc([N+](=O)[O-])o2)s1,C1CCOC1,2.6893709327548807
1635,CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,CC#N,3.34177897574124
15258,Cc1ccc2c(C=Cc3ccc4c(c3)Sc3ccccc3N4C)cc(=O)oc2c1,ClC(Cl)Cl,2.9240566037735847
18705,O=C1c2ccccc2NCN1Cc1ccccc1,CC#N,3.7343373493975904
15752,Cn1c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc2c2ccc(C(C#N)=Cc3ccc(C#N)cc3)cc21,ClCCl,3.0092233009708735
7324,CCN(CC)c1ccc(-c2cc3c(s2)=CC2=C(c4ccc(C(=O)O)cc4)c4cc5sc(-c6ccc(N(CC)CC)cc6)cc5n4[B-](F)(F)[N+]=32)cc1,ClCCl,1.583397190293742
20047,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,CN(C=O)c1ccccc1,1.7692224826538743
2325,CC1(C)c2ccccc2-c2ccc(-n3c4ccccc4c4cc(-c5ccc(/C=C6\SC(=S)N(CC(=O)O)C6=O)s5)ccc43)cc21,CCO,2.6434968017057567
19273,O=c1[nH]c(-c2ccc(Cl)cc2)cn2nc(-c3ccccc3)cc12,C1CCOC1,3.745619335347432
19053,O=[N+]([O-])c1cc2c(c([N+](=O)[O-])c1)-c1c(cc([N+](=O)[O-])cc1[N+](=O)[O-])C2=CC=CC=CC=C1C=C(c2ccccc2)OC(c2ccccc2)=C1,Cc1ccccc1,1.6574866310160428
17697,Nc1ccc2c(c1)C(=O)N(C13C[C@H]4C[C@@H](C1)C[C@@H](C3)C4)C2=O,CC#N,3.4248618784530387
17942,O=C(O)CCCNC(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,C1COCCO1,3.323860589812332
6279,CCCCCCn1c2ccccc2c2cc(-c3ccc(-n4c(/C=C(/C#N)C(=O)O)ccc4/C=C/c4ccc(N(c5ccccc5)c5ccccc5)cc4)cc3)ccc21,CCO,2.987469879518072
538,C1=CSC(=C2SC=C(/C=C/C=C/C=C/C3=CSC(=C4SC=CS4)S3)S2)S1,CC(C)=O,2.6548179871520343
5464,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,ClC(Cl)Cl,3.8147692307692305
14361,Cc1cc(C)c(C2=C3C=c4c(c5ccccc5c5ccccc45)=[N+]3[B-](F)(F)n3c2cc2c4ccccc4c4ccccc4c23)c(C)c1,CC#N,1.8615615615615615
9185,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21,CO,3.9864951768488743
911,CC(=O)c1ccc2ccc3c(NCCC(=O)NCCCCCCc4nc5c(=O)[nH]c(N)nc5n4[C@H]4C[C@H](O)[C@@H](CO)O4)ccc4ccc1c2c43,OCC(O)CO,2.6719827586206897
5107,CCCCCCN(CCCCCC)c1ccc2cc3cc(C(=O)CC)ccc3cc2c1,CC(O)CO,2.6835497835497835
16961,N#CC(C#N)=C1c2ccccc2-c2c1sc(N)c2C#N,CC(C)=O,1.9710651828298886
7387,CCN(CC)c1ccc(-c2oc3ccccc3c(=O)c2OC)cc1,ClCCl,3.15470737913486
7596,CCN(CC)c1ccc2c(c1)C(C)(C)c1cc(-c3oc4ccccc4c(=O)c3OC)ccc1-2,CCC(C)(C)O,3.0092233009708735
20305,c1cc2ccc3ccc4cc3c2cc1CCCCCCc1ccc2ccc3ccc-4cc3c2c1,Cc1ccccc1,3.6898809523809524
7019,CCCCn1c2cc(-c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)s3)ccc2c2ccc(N(c3ccccc3)c3ccc4c(c3)C(CCC)(CCC)c3ccccc3-4)cc21,ClCCl,2.530204081632653
1662,CC(C)=CCN1C(=O)c2cccc3c2c(cc2oc(C)nc23)C1=O,CCO,3.4248618784530387
11006,COC(=O)C(NC(=O)OC(C)(C)C)c1ccc2oc(-c3ccc(O)cc3O)nc2c1,CO,3.8623052959501556
11812,COc1cc(C(=O)O)ccc1O,CC#N,4.275172413793103
19750,Oc1ccccc1/C=N/c1ccc(Cn2cncn2)cc1,CCOCC,4.319835140150373
7077,CCCCn1c2ccc(-c3ccc(C=O)cc3)cc2c2cc(-c3ccc(C=O)cc3)ccc21,CC#N,3.4534818941504177
18442,O=C1Nc2ccccc2/C1=C/C(=O)c1ccc([N+](=O)[O-])cc1,CC#N,3.6357771260997067
19533,OC1(c2ccc(-c3cccs3)s2)CCCC1,c1ccncc1,3.5626436781609194
6271,CCCCCCn1c2ccccc2c2c(-c3ccccc3)c3c(c(-c4ccccc4)c21)c1cc(-c2ccc(-c4ccc(/C=C(/C#N)C(=O)O)s4)s2)ccc1n3CCCCCC,C1CCOC1,2.7368653421633553
16425,N#C/C(=C\c1cc(Cl)c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1Cl)C(=O)O,ClCCl,2.792342342342342
8413,CCOC(=O)c1c(-c2cc3c(ccc4ccccc43)oc2=O)nn(-c2ccccc2)c1C(=O)OCC,ClCCl,3.434349030470914
12872,COc1ccc(C2=NN(c3cccc(S(=O)(=O)c4cccc(N5N=C(c6ccc(OC)cc6)CC5c5ccc(OC)cc5)c4)c3)C(c3ccc(OC)cc3)C2)cc1,ClCCl,3.5936231884057968
10091,CN(C)c1ccc(C2=Nc3scc(-c4ccc([N+](=O)[O-])cc4)[n+]3[B-](F)(F)O2)cc1,C1CCOC1,3.0092233009708735
14293,Cc1cc(C)c(B(c2ccc(-c3nc4c5ccccc5c5ccccc5c4[nH]3)cc2)c2c(C)cc(C)cc2C)c(C)c1,ClCCl,3.2973404255319148
15800,Cn1nc(-c2ccc(C#N)cc2)cc1-c1ccccc1,ClCCl,4.396453900709219
3921,CCCCCC1c2c(C)c(C)cn2[B-](F)(F)[N+]2=C(C)C(c3ccc(N(c4ccccc4)c4ccccc4)cc3)=C(C)C12,ClC(Cl)Cl,2.3217228464419475
7087,CCCCn1c2ccc(-c3ccc4ccccc4c3)cc2c2ccc3c4cc(-c5ccc6ccccc6c5)ccc4n(CCCC)c3c21,ClC(Cl)Cl,3.7914373088685016
13630,CS(=O)(=O)c1ccc(-c2cc3ccc(N)cc3c(=O)o2)cc1,CCCCO,3.387431693989071
6311,CCCCCCn1c2ccccc2c2cc(N(c3ccc(-c4ccc5c(c4)C(CCCCCC)(CCCCCC)c4c6c(c7c(c4-5)C(CCCCCC)(CCCCCC)c4ccccc4-7)C(CCCCCC)(CCCCCC)c4ccccc4-6)cc3)c3ccc(-c4cc5c(s4)c4sc(/C=C(\C#N)C(=O)O)cc4n5CCCCCC)cc3)ccc21,ClCCl,2.3130597014925374
14461,Cc1cc(N(C)C)cc(C)c1-c1ccc(C=O)cc1,ClC(Cl)Cl,3.6040697674418603
290,C(=C/c1cccnc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,CC#N,3.3782016348773842
13805,C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,Cc1ccccc1,2.7798206278026907
8898,CCn1c(=O)c2c(nc(/C=C/c3ccc(OC)c(OC)c3)n2C)n(CC)c1=O,ClCCl,3.4248618784530387
19584,O[Si](O)(c1ccc(N=Nc2ccccc2)cc1)c1ccc(N=Nc2ccccc2)cc1,CC#N,2.786067415730337
16738,N#CC(=Cc1ccc(-c2c3ccccc3c(-c3ccc(N(c4ccccc4)c4ccccc4)cc3)c3ccccc23)s1)C(=O)O,ClCCl,3.0917705735660848
6482,CCCCN1B2OB3C(=Cc4ccccc4N3CCCC)C(c3ccccc3)=C(c3ccccc3)C2=Cc2ccccc21,ClCCl,2.966028708133971
14979,Cc1ccc(C2=C3C=CC(c4ccccc4)=[N+]3[B-](F)(F)n3c(Cl)ccc32)cc1,CCOC(C)=O,2.352561669829222
20339,c1ccc(-c2c3ccccc3c(-c3ccc4oc5ccc(-c6c7ccccc7c(-c7ccccc7)c7ccccc67)cc5c4c3)c3ccccc23)cc1,ClCCl,3.3061333333333334
3282,CCC1=C(C)C(=O)NC1=Cc1[nH]c(C(C)(C)c2[nH]c(C=C3NC(=O)C(C)=C3CC)c(C)c2CCC(=O)OC)c(CCC(=O)OC)c1C,c1ccccc1,2.8967289719626166
4894,CCCCCCCCc1cc(/C=C(\C#N)C(=O)O)sc1-c1ccc(-c2sc(-c3ccc4c(c3)Sc3ccccc3N4CC(CC)CCC)cc2CCCCCCCC)s1,ClCCl,2.540573770491803
12416,COc1ccc(-c2nc3ncccn3n2)cc1OC,ClCCl,3.8147692307692305
9423,CN(C)c1ccc(-c2nc3c(c4c2-c2ccc(C#N)cc2CC4)-c2ccc(C#N)cc2CC3)cc1,CC#N,3.6145772594752184
20472,c1ccc(-c2nc(-c3ccc(-c4ccc(-n5c6ccccc6c6ccccc65)cc4)cn3)oc2-c2ccccc2)cc1,CCN(CC)CC,3.723123123123123
7290,CCN(CC)C(=O)c1ccc2ccc3c(N4CCCCC4)ccc4ccc1c2c43,CC(C)=O,3.434349030470914
6234,CCCCCCn1c2cc(C=C(C#N)C(=O)O)ccc2c2ccc(-c3ccc(-n4c5ccc(C(C)(C)C)cc5c5cc(C(C)(C)C)ccc54)cc3)cc21,ClCCl,3.1229219143576823
20060,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,COC(C)(C)C,1.5047063761344546
4068,CCCCCCCC1=C(C)C(=O)n2c1cc1[nH]c(C(=O)OC)c(C)c1c2=O,ClC(Cl)Cl,3.1308080808080807
7703,CCN(CC)c1ccc2cc(-c3nc4ccccc4s3)c(=O)oc2c1,C1CCCCC1,2.914433474377057
5458,CCCCCCOc1ccc(-c2ccc3c(c2)c2cc(-c4ccc(OCCCCCC)cc4OCCCCCC)ccc2n3-c2ccc3c(c2)C(C)(C)c2cc(-c4ccc(C=C(C#N)C(=O)O)s4)sc2-3)c(OCCCCCC)c1,CCO,2.8113378684807255
15881,FC(F)(F)c1ccc(/C=C/c2ccc(-c3nnc(-c4ccc(-c5cc6ccccc6s5)cc4)o3)cc2)cc1,CS(C)=O,3.625146198830409
20369,c1ccc(-c2cc(-c3ccc4ccc5c(-c6ccnc(-c7ccccn7)c6)ccc6ccc3c4c65)ccn2)nc1,CCC#N,3.4439164402204105
6712,CCCCOc1cc(/C=C/c2cc(OC)c(N(CCCC)CCCC)cc2OC)c(OCCCC)cc1/C=C/c1ccnc(-c2cc(C)ccn2)c1,C1CCOC1,3.262631578947368
19986,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,CCCCC(C)=O,1.7388681753078257
11668,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,ClCCl,3.2798941798941796
8866,CCc1cccc(CC)c1N=Cc1cc(C)cc(C(c2ccccc2)c2ccccc2)c1O,Cc1ccccc1,3.5729106628242073
6187,CCCCCCn1c(/C=C/c2ccc(N(c3ccccc3)c3ccccc3)cc2)ccc1/C=C(\C#N)C(=O)O,ClCCl,2.545790554414784
12774,COc1ccc(C2=C(c3cc(OC)cc(OC)c3)C(c3ccc(OC)cc3)=[N+]3C2=Nc2c(-c4ccc(OC)cc4)c(-c4cc(OC)cc(OC)c4)c(-c4ccc(OC)cc4)n2[B-]3(F)F)cc1,Cc1ccccc1,1.8152269399707173
7451,CCN(CC)c1ccc(/C=N/c2ccccc2/N=C/c2ccc(N(CC)CC)cc2O)c(O)c1,ClCCl,2.8049773755656107
6373,CCCCC[C@H](CC)N1c2ccccc2Oc2cc(-c3ccc(/C=C(/C#N)C(=O)O)s3)ccc21,C1CCOC1,2.6662365591397847
9239,CN(C)CCNc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],Cc1ccccc1,3.5729106628242073
18936,O=P1(c2ccccc2)C(c2ccc(N(c3ccccc3)c3ccccc3)cc2)=Cc2cc3ccccc3cc21,CC#N,3.0688118811881187
5459,CCCCCCOc1ccc(-c2cnc(-c3nnc(-c4ccc(OCCCCCC)cc4)o3)o2)cc1,C1CCCCC1,3.9234177215189874
484,C1=C(c2ccc(-c3cccs3)s2)CCCC1,CCCCCC,3.6357771260997067
15155,Cc1ccc(N2c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3C3CCCC32)cc1,C1CCOC1,2.6835497835497835
14657,Cc1ccc(-c2cc3ccccc3oc2=O)cc1,C1CCOC1,3.7798780487804877
1288,CC(C)(C)c1ccc(-c2nc3c4ccc(-c5ccccc5)cc4c4cc(-c5ccccc5)ccc4c3n2-c2ccc(C(C)(C)C)cc2)cc1,C1COCCO1,3.723123123123123
8280,CCOC(=O)C1c2cc(Cl)ccc2C(=O)N1c1ccc(OC)c(OC)c1,CO,4.217006802721088
4505,CCCCCCCCCCN1C(=O)c2cc(NCCCOCCO)c3c4c(cc(NCCCOCCO)c(c24)C1=O)C(=O)N(CCCCCCCCCC)C3=O,ClC(Cl)Cl,2.0357963875205254
5337,CCCCCCOc1c2ccc(N(c3ccccc3)c3ccc4cc5ccccc5cc4c3)cc2c(OCCCCCC)c2ccc(-c3ccc(C=C(C#N)C(=O)O)s3)cc12,C1CCOC1,2.514807302231237
14218,Cc1cc(=O)oc2cc3c4ccccc4c4ccccc4c3cc12,ClC(Cl)Cl,3.4248618784530387
17046,N#CC1=C(c2ccc(-c3cccs3)s2)CC1,CC#N,3.406043956043956
3354,CCC1=C(C)C2=C(C)c3c(C)c(-c4csc(N5CCOCC5)n4)c(C)n3[B-](F)(F)[N+]2=C1C,CCO,2.4027131782945736
11765,COc1cc(/C=C/c2ccc(N(c3ccc(/C=C/c4cc(OC)cc(OC)c4)cc3)c3ccc(/C=C(\C#N)C(=O)O)cc3)cc2)cc(OC)c1,ClCCl,2.9035128805620607
14003,Cc1cc(-c2ccc(-c3ccccc3)cc2)nc(-c2ccc(-n3c4ccccc4c4ccccc43)cc2)n1,C1CCOC1,3.6357771260997067
10327,CN(C)c1ccc2nc(/C=C/c3cc4c5c(c3)CCCN5CCC4)c(=O)oc2c1,ClCCl,2.409718172983479
16877,N#CC(=Cc1ccc(O)cc1)c1ccc([N+](=O)[O-])cc1,C1CCOC1,1.9402190923317684
9092,CCn1c2ccccc2c2cc(C#Cc3cc(C#Cc4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,CN(C)C=O,3.211917098445596
9515,CN(C)c1ccc(/C=C/C2=[N+](CCCS(=O)(=O)[O-])c3ccccc3C2(C)C)cc1,ClC(Cl)Cl,2.2258527827648114
11915,COc1cc(OC)c2c3c([nH]c2c1)C(=O)CCC3,CO,3.8030674846625767
10810,COC(=O)/C=C/c1ccc2ccc3cccc4ccc1c2c34,CCCCCC,3.364450474898236
15289,Cc1ccc2c(c1)c(C#N)c(C#N)c1cc(C)ccc12,ClC(Cl)Cl,3.6145772594752184
15367,Cc1cccc(-c2cnc3ccc4ccccc4n23)c1,ClCCl,3.8147692307692305
1371,CC(C)(C)c1ccc(C2=CC(c3ccccc3)=[N+]3C2=Nc2c(-c4ccc(C(C)(C)C)cc4)cc(-c4ccccc4)n2[B-]3(F)F)cc1,C1CCOC1,1.8957186544342508
7168,CCCN1/C(=C\c2c(-c3ccc(N(C)C)cc3)c(=O)c2=O)C=Cc2ccccc21,ClCCl,2.4357563850687622
20606,c1ccc(-c2nn(-c3ccccc3)c3nc4ccc(N(c5ccccc5)c5ccccc5)cc4cc23)cc1,CCCCCl,2.7486365998708138
423,C(=N/c1ccc(-c2cn3nc(-c4cccs4)sc3n2)cc1)\c1ccc(N(c2ccccc2)c2ccccc2)cc1,ClC(Cl)Cl,3.178974358974359
13769,C[Si](C)(C)C#Cc1cc2ccc3cc(C#C[Si](C)(C)C)cc4ccc(c1)c2c34,Cc1ccccc1,3.0461916461916463
6508,CCCCN1C(=O)C2=C(c3ccc(-c4ccc(/C=C(\C#N)C(=O)O)s4)cc3)N(CCCC)C(=O)C2=C1c1ccc(-c2ccc(N(c3ccc(OC)cc3)c3ccc(OC)cc3)cc2)cc1,ClCCl,2.366030534351145
17084,N#CSC1=CC2=C(c3ccccc3)c3ccc(N4CCOCC4)n3[B-](F)(F)[N+]2=C1N1CCOCC1,ClCCl,2.5046464646464646
20138,[O-]c1c(-c2ccccc2)cc(-[n+]2c(-c3ccccc3)cc(-c3ccccc3)cc2-c2ccccc2)cc1-c1ccccc1,FC(F)(F)CCCl,1.7648861529389086
12259,COc1ccc(-c2ccc(-c3ccc(F)cc3)cc2)cc1,C1COCCO1,4.260481099656357
12119,COc1ccc(-c2c(-c3ccc(OC)cc3)c3c4c(cccc4c2-c2ccccc2)C(=O)c2ccccc2-3)cc1,CO,3.0461916461916463
21036,c1ccc2cc(-n3cnc4ccccc43)ccc2c1,C1CCCCC1,4.508363636363637
4309,CCCCCCCCCCCCCCCCOc1cc(C#Cc2ccc3ccccc3c2)c(OCCCCCCCCCCCCCCCC)cc1C#Cc1ccc(C=C(C#N)C#N)cc1,Cc1ccccc1,2.88997668997669
16615,N#C/C(=C\c1ccc(N(c2ccc(/C=C(\C#N)C(=O)O)cc2)c2ccc(N3c4ccccc4Sc4ccccc43)cc2)cc1)C(=O)O,CN(C)C=O,3.0612345679012343
2571,CC1=CC(/C=C/c2ccc(OCCCN=[N+]=[N-])cc2)=[N+]2C1=C(c1ccc(N3CCCCC3)cc1)c1c(C)cc(C)n1[B-]2(F)F,CO,2.1750877192982454
7948,CCN1C(=CC2=C([O-])C(=CC3=[N+](CC)c4ccccc4C3(C)C)C2=O)C(C)(C)c2ccccc21,ClC(Cl)Cl,1.9524409448818898
17226,N#Cc1cc(-c2ccccc2)c(N2c3ccccc3Oc3ccccc32)c(-c2ccccc2)c1,C1CCCCC1,3.0612345679012343
9229,CN(C)CCNCc1c2ccccc2cc2ccccc12,ClC(Cl)Cl,3.3782016348773842
11402,COC(=O)c1nc2cnc(N(C)C)nc2n1Cc1ccccc1,ClCCl,3.4248618784530387
